x,y
0.32663316582914576,1.1932779475265778
0.7839195979899498,3.5808186661952983
0.3417085427135678,1.258655084467564
0.18090452261306533,0.6081664604429181
0.1306532663316583,0.4261003510012374
0.18592964824120603,0.6269286129138153
0.32160804020100503,1.1716875836468776
0.5577889447236181,2.295623847882629
0.12562814070351758,0.40844928158379834
0.592964824120603,2.4821090376505643
0.8341708542713568,3.8941945910456806
0.6130653266331658,2.5908941693391583
0.864321608040201,4.087068508371001
0.7135678391959799,3.1590616398575797
0.05527638190954774,0.17194010252266356
0.36683417085427134,1.3696371303754955
0.6984924623115578,3.0712608267467996
0.8190954773869347,3.7991212343122647
0.7286432160804021,3.247771520921189
0.7035175879396985,3.1004267569000787
0.24120603015075376,0.839978788414434
0.9296482412060302,4.5174364283730215
0.7437185929648241,3.3373904699376276
0.7085427135678392,3.1296936946036715
0.08542713567839195,0.27087699805560467
0.06030150753768844,0.18817706623570113
0.4321608040201005,1.670008333122901
0.8090452261306533,3.73624403424156
0.2613065326633166,0.9204818060149997
0.17587939698492464,0.5895053155223353
0.9396984924623115,4.585161990858817
0.09045226130653267,0.2877200070705285
0.678391959798995,2.955607181636828
0.01507537688442211,0.04568066462968107
0.9195979899497487,4.450114896088483
0.2663316582914573,0.940860079290927
0.8241206030150754,3.8307113456730892
0.2864321608040201,1.0233832478977805
0.7587939698492463,3.427918486906897
0.8442211055276382,3.95808186661953
0.8492462311557789,3.990177015731926
0.8592964824120604,4.054670336607662
0.33668341708542715,1.236761697936921
0.19095477386934673,0.6457917729350269
0.7537688442211056,3.3976414737001592
0.3768844221105528,1.4147370015908691
0.5477386934673367,2.2432514330446205
0.04020100502512563,0.12383525668543723
0.04522613065326633,0.13976919774753163
0.577889447236181,2.401580768162421
0.8994974874371859,4.316683922123179
0.7688442211055276,3.488775535971314
0.4371859296482412,1.6938208631095175
0.35678391959798994,1.32494128936138
0.9597989949748744,4.721825206434182
0.005025125628140704,0.015125880659579302
0.10050251256281408,0.3217090477513194
0.20100502512562815,0.6838211156283933
0.8542713567839196,4.022373172394637
0.8844221105527639,4.217671270927502
0.4221105527638191,1.622686295800611
0.7185929648241206,3.1885305926618015
0.7386934673366834,3.3074164793818337
0.628140703517588,2.673543597383905
0.6180904522613065,2.6183429711370927
0.5879396984924623,2.455165273604202
0.6482412060301508,2.785156940481301
0.8743718592964824,4.152167874548622
0.9698492462311558,4.790762859523749
0.0,0.0
0.46733668341708545,1.8388172015858186
0.3065326633165829,1.1075225373096638
0.05025125628140704,0.15580414635994042
0.5376884422110553,2.1912830484078683
0.3919597989949749,1.4831443650412868
0.7336683417085427,3.277543496376354
0.9045226130653267,4.349890154289033
0.2763819095477387,0.9819196484937252
0.1708542713567839,0.5709451781520669
0.09547738693467336,0.3046640236357668
0.7788944723618091,3.5500366152369893
0.6934673366834171,3.042195904143835
0.31155778894472363,1.1288098785384209
0.8140703517587939,3.767632130501755
0.5979899497487438,2.509153809247241
0.4723618090452261,1.8633367844246356
0.271356783919598,0.9613393601171687
0.6080402010050251,2.563546375091538
0.4824120603015075,1.9126789727532132
0.6030150753768845,2.536299588394233
0.8693467336683417,4.119567687684654
0.19597989949748745,0.6647559405065528
0.7939698492462312,3.6426857907628594
0.3969849246231156,1.5061488346253882
0.6532663316582915,2.8133127951314365
0.9547738693467337,4.687507891214869
0.1407035175879397,0.4617055124870584
0.3869346733668342,1.4602409030074999
0.6582914572864321,2.8415696573318856
0.40703517587939697,1.5524607964445343
0.02512562814070352,0.07663947880104038
0.914572864321608,4.416605641271685
0.25125628140703515,0.8800282821140879
0.07537688442211056,0.23749400267670012
0.964824120603015,4.756243529203807
0.16080402010050251,0.5341279260624732
0.9849246231155779,4.89492689578546
0.15577889447236182,0.5158708113431479
0.7487437185929648,3.3674654680437364
0.5025125628140703,2.0125754400141407
0.4020100502512563,1.529254311759804
0.8894472361809045,4.250574480442412
0.1658291457286432,0.5524860483321128
0.020100502512562814,0.06110956794020353
0.8391959798994975,3.9260877250574477
0.47738693467336685,1.8879573748137675
0.507537688442211,2.0378020757051587
0.6733668341708543,2.9269462892351203
0.9899497487437187,4.9298502563066595
0.44221105527638194,1.7177344006464483
0.5527638190954774,2.2693871366884677
0.22613065326633167,0.7806621044923109
0.9095477386934674,4.383197394005203
0.07035175879396985,0.22095401631271938
0.5125628140703518,2.063129718946491
0.9447236180904522,4.619176283427186
0.457286432160804,1.7900810585591274
0.5226130653266332,2.1140880280800993
0.08040201005025126,0.25413499659099514
0.5678391959798995,2.348400292921896
0.23618090452261306,0.8201055528900785
0.9346733668341709,4.551248705840762
0.010050251256281407,0.030352768869472992
0.6331658291457286,2.701295421832782
0.7889447236180904,3.611701724703921
0.2914572864321608,1.0442665589252798
0.06532663316582915,0.20451503749905306
0.34673366834170855,1.2806494785485214
0.5829145728643216,2.4283225171081537
0.4120603015075377,1.575768288679579
0.4271356783919598,1.646296810686599
0.11055276381909548,0.3561021186333678
0.035175879396984924,0.10800232317365722
0.23115577889447236,0.8003333249160375
0.20603015075376885,0.702987298300548
0.5276381909547738,2.139718693972374
0.9748743718592965,4.825383197394006
0.49748743718592964,1.9874498118734374
0.5628140703517588,2.321961566627105
0.48743718592964824,1.9375015782429736
1.0,5.0
0.3165829145728643,1.150198227317492
0.5326633165829145,2.165450367414964
0.03015075376884422,0.09227039721219162
0.35175879396984927,1.3027448801797936
0.6884422110552764,3.0132319890911843
0.7738693467336684,3.5193555718289944
0.6633165829145728,2.869927527082649
0.21608040201005024,0.7416226862958006
0.9246231155778895,4.483725158455595
